"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","1968","JUL","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","31",""
"SURVEY","1968","JUL","","STATE","GEORGIA","13","","","","","","","00000000","","OATS","OATS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","0.77",""
"SURVEY","1968","JUL","","STATE","GEORGIA","13","","","","","","","00000000","","RYE","RYE - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.8",""
"SURVEY","1968","JUL","","STATE","GEORGIA","13","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","2.5",""
"SURVEY","1968","JUL","","STATE","GEORGIA","13","","","","","","","00000000","","TOBACCO","TOBACCO, FLUE-CURED GA-FLA BELT (TYPE 14) - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.68",""
"SURVEY","1968","JUL","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.2",""
"SURVEY","1968","JUL","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.2",""
"SURVEY","1968","AUG","","STATE","GEORGIA","13","","","","","","","00000000","","BARLEY","BARLEY - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","0.95",""
"SURVEY","1968","AUG","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.17",""
"SURVEY","1968","AUG","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","29",""
"SURVEY","1968","AUG","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","34",""
"SURVEY","1968","AUG","","STATE","GEORGIA","13","","","","","","","00000000","","OATS","OATS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","0.77",""
"SURVEY","1968","AUG","","STATE","GEORGIA","13","","","","","","","00000000","","RYE","RYE - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.7",""
"SURVEY","1968","AUG","","STATE","GEORGIA","13","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","2.5",""
"SURVEY","1968","AUG","","STATE","GEORGIA","13","","","","","","","00000000","","TOBACCO","TOBACCO, FLUE-CURED GA-FLA BELT (TYPE 14) - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.686",""
"SURVEY","1968","AUG","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.15",""
"SURVEY","1968","AUG","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.15",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","BARLEY","BARLEY - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","128,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","BARLEY","BARLEY, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","14,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","BARLEY","BARLEY, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","114,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","5,757,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,079,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, ON FARM, GRAIN - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","4,678,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","OATS","OATS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,683,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","OATS","OATS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","373,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","OATS","OATS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,310,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","RYE","RYE - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","863,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","RYE","RYE, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","148,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","RYE","RYE, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","715,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","10,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","SORGHUM","SORGHUM, OFF FARM, GRAIN - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","3,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","SORGHUM","SORGHUM, ON FARM, GRAIN - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","7,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","313,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,951,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","730,000",""
"SURVEY","1968","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,221,000",""
"SURVEY","1968","SEP","","STATE","GEORGIA","13","","","","","","","00000000","","BARLEY","BARLEY - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","0.95",""
"SURVEY","1968","SEP","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.07",""
"SURVEY","1968","SEP","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","28.5",""
"SURVEY","1968","SEP","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","34",""
"SURVEY","1968","SEP","","STATE","GEORGIA","13","","","","","","","00000000","","OATS","OATS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","0.77",""
"SURVEY","1968","SEP","","STATE","GEORGIA","13","","","","","","","00000000","","RYE","RYE - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.7",""
"SURVEY","1968","SEP","","STATE","GEORGIA","13","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","1.8",""
"SURVEY","1968","SEP","","STATE","GEORGIA","13","","","","","","","00000000","","TOBACCO","TOBACCO, FLUE-CURED GA-FLA BELT (TYPE 14) - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.507",""
"SURVEY","1968","SEP","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.15",""
"SURVEY","1968","SEP","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.15",""
"SURVEY","1968","OCT","","STATE","GEORGIA","13","","","","","","","00000000","","BARLEY","BARLEY - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","0.95",""
"SURVEY","1968","OCT","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.1",""
"SURVEY","1968","OCT","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","28.5",""
"SURVEY","1968","OCT","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","35",""
"SURVEY","1968","OCT","","STATE","GEORGIA","13","","","","","","","00000000","","OATS","OATS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","0.77",""
"SURVEY","1968","OCT","","STATE","GEORGIA","13","","","","","","","00000000","","RYE","RYE - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","2",""
"SURVEY","1968","OCT","","STATE","GEORGIA","13","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","1.8",""
"SURVEY","1968","OCT","","STATE","GEORGIA","13","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","2.4",""
"SURVEY","1968","OCT","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.2",""
"SURVEY","1968","OCT","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.2",""
"SURVEY","1968","NOV","","STATE","GEORGIA","13","","","","","","","00000000","","BARLEY","BARLEY - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1",""
"SURVEY","1968","NOV","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.15",""
"SURVEY","1968","NOV","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","29.5",""
"SURVEY","1968","NOV","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","37.5",""
"SURVEY","1968","NOV","","STATE","GEORGIA","13","","","","","","","00000000","","OATS","OATS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","0.84",""
"SURVEY","1968","NOV","","STATE","GEORGIA","13","","","","","","","00000000","","RYE","RYE - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","2",""
"SURVEY","1968","NOV","","STATE","GEORGIA","13","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","1.9",""
"SURVEY","1968","NOV","","STATE","GEORGIA","13","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","2.4",""
"SURVEY","1968","NOV","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.25",""
"SURVEY","1968","NOV","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.25",""
"SURVEY","1968","DEC","","STATE","GEORGIA","13","","","","","","","00000000","","BARLEY","BARLEY - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1",""
"SURVEY","1968","DEC","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.2",""
"SURVEY","1968","DEC","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","29.5",""
"SURVEY","1968","DEC","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","38.5",""
"SURVEY","1968","DEC","","STATE","GEORGIA","13","","","","","","","00000000","","OATS","OATS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","0.85",""
"SURVEY","1968","DEC","","STATE","GEORGIA","13","","","","","","","00000000","","RYE","RYE - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","2",""
"SURVEY","1968","DEC","","STATE","GEORGIA","13","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","1.9",""
"SURVEY","1968","DEC","","STATE","GEORGIA","13","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","2.45",""
"SURVEY","1968","DEC","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.3",""
"SURVEY","1968","DEC","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.3",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","BARLEY","BARLEY - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","82,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","BARLEY","BARLEY, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","25,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","BARLEY","BARLEY, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","57,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","36,224,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","5,550,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, ON FARM, GRAIN - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","30,674,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY, ON FARM - STOCKS, MEASURED IN TONS","TOTAL","NOT SPECIFIED","610,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","OATS","OATS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,280,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","OATS","OATS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","440,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","OATS","OATS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","840,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","RYE","RYE - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","189,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","RYE","RYE, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","34,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","RYE","RYE, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","155,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","SORGHUM","SORGHUM, ON FARM, GRAIN - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","336,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","10,263,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","8,295,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,968,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,343,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","580,000",""
"SURVEY","1968","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","763,000",""
"SURVEY","1967","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BARLEY","BARLEY - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","0.98",""
"SURVEY","1967","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.11",""
"SURVEY","1967","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.27",""
"SURVEY","1967","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","28",""
"SURVEY","1967","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","OATS","OATS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","0.82",""
"SURVEY","1967","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","RYE","RYE - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","2.26",""
"SURVEY","1967","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","1.96",""
"SURVEY","1967","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","2.46",""
"SURVEY","1967","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","TOBACCO","TOBACCO - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.672",""
"SURVEY","1967","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","TOBACCO","TOBACCO, CIGAR WRAPPER GA-FL SHADE GROWN (TYPE 62) - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","2.45",""
"SURVEY","1967","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","TOBACCO","TOBACCO, FLUE-CURED GA-FLA BELT (TYPE 14) - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.65",""
"SURVEY","1967","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.52",""
"SURVEY","1967","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","1.52",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BARLEY","BARLEY - ACRES HARVESTED","TOTAL","NOT SPECIFIED","9,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BARLEY","BARLEY - ACRES PLANTED","TOTAL","NOT SPECIFIED","11,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BARLEY","BARLEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","273,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","279,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","31",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,794,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,613,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","103,845,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","93,554,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","58",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, SILAGE - ACRES HARVESTED","TOTAL","NOT SPECIFIED","54,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, SILAGE - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","783,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","14.5",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON - ACRES HARVESTED","TOTAL","NOT SPECIFIED","267,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON - ACRES PLANTED","TOTAL","NOT SPECIFIED","335,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON - PRODUCTION, MEASURED IN 480 LB BALES","TOTAL","NOT SPECIFIED","227,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","408",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON, COTTONSEED - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","5,057,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON, COTTONSEED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","98,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","267,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","335,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON, UPLAND - PRODUCTION, MEASURED IN 480 LB BALES","TOTAL","NOT SPECIFIED","227,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","408",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY - ACRES HARVESTED","TOTAL","NOT SPECIFIED","443,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","24,388,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","871,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.97",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA) - ACRES HARVESTED","TOTAL","NOT SPECIFIED","436,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","854,000",""
"SURVEY","1967","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.96",""
